name,model,tag,category,keep,shift_needed_2h,scenario1
DE1_id_balance_to_DE3_180to195,DE1,input,balance,yes,,x
DE1_id_balance_to_DE4_180to195,DE1,input,balance,yes,,x
DE1_id_trade_to_self_180to195,DE1,input,balance,yes,,x
DE1_id_balance_165to180,DE1,input,balance,yes,,x
DE1_id_balance_to_DE2_165to180,DE1,input,balance,yes,,x
DE1_id_balance_to_DE3_165to180,DE1,input,balance,yes,,x
DE1_id_balance_to_DE4_165to180,DE1,input,balance,yes,,x
DE1_id_trade_to_self_165to180,DE1,input,balance,yes,,x
DE1_id_balance_150to165,DE1,input,balance,yes,,x
DE1_id_balance_to_DE2_150to165,DE1,input,balance,yes,,x
DE1_id_balance_to_DE3_150to165,DE1,input,balance,yes,,x
DE1_id_balance_to_DE4_150to165,DE1,input,balance,yes,,x
DE1_id_trade_to_self_150to165,DE1,input,balance,yes,,x
DE1_id_balance_135to150,DE1,input,balance,yes,,x
DE1_id_balance_to_DE2_135to150,DE1,input,balance,yes,,x
DE1_id_balance_to_DE3_135to150,DE1,input,balance,yes,,x
DE1_id_balance_to_DE4_135to150,DE1,input,balance,yes,,x
DE1_id_trade_to_self_135to150,DE1,input,balance,yes,,x
DE1_id_balance_120to135,DE1,input,balance,yes,,x
DE1_id_balance_to_DE2_120to135,DE1,input,balance,yes,,x
DE1_id_balance_to_DE3_120to135,DE1,input,balance,yes,,x
DE1_id_balance_to_DE4_120to135,DE1,input,balance,yes,,x
DE1_id_trade_to_self_120to135,DE1,input,balance,yes,,x
DE1_id_balance_105to120,DE1,input,balance,yes,,x
DE1_id_balance_to_DE2_105to120,DE1,input,balance,yes,,x
DE1_id_balance_to_DE3_105to120,DE1,input,balance,yes,,x
DE1_id_balance_to_DE4_105to120,DE1,input,balance,yes,,x
DE1_id_trade_to_self_105to120,DE1,input,balance,yes,,x
DE1_id_balance_90to105,DE1,input,balance,yes,,x
DE1_id_balance_to_DE2_90to105,DE1,input,balance,yes,,x
DE1_id_balance_to_DE3_90to105,DE1,input,balance,yes,,x
DE1_id_balance_to_DE4_90to105,DE1,input,balance,yes,,x
DE1_id_trade_to_self_90to105,DE1,input,balance,yes,,x
DE1_id_balance_75to90,DE1,input,balance,pending,,x
DE1_id_balance_to_DE2_75to90,DE1,input,balance,pending,,x
DE1_id_balance_to_DE3_75to90,DE1,input,balance,pending,,x
DE1_id_balance_to_DE4_75to90,DE1,input,balance,pending,,x
DE1_id_trade_to_self_75to90,DE1,input,balance,pending,,x
DE1_id_balance_60to75,DE1,input,balance,pending,,x
DE1_id_balance_to_DE2_60to75,DE1,input,balance,pending,,x
DE1_id_balance_to_DE3_60to75,DE1,input,balance,pending,,x
DE1_id_balance_to_DE4_60to75,DE1,input,balance,pending,,x
DE1_id_trade_to_self_60to75,DE1,input,balance,pending,,x
DE1_id_balance_45to60,DE1,input,balance,only past products,,x
DE1_id_balance_to_DE2_45to60,DE1,input,balance,only past products,,x
DE1_id_balance_to_DE3_45to60,DE1,input,balance,only past products,,x
DE1_id_balance_to_DE4_45to60,DE1,input,balance,only past products,,x
DE1_id_trade_to_self_45to60,DE1,input,balance,only past products,,x
DE1_id_balance_30to45,DE1,input,balance,only past products,,x
DE1_id_balance_to_DE2_30to45,DE1,input,balance,only past products,,x
DE1_id_balance_to_DE3_30to45,DE1,input,balance,only past products,,x
DE1_id_balance_to_DE4_30to45,DE1,input,balance,only past products,,x
DE1_id_trade_to_self_30to45,DE1,input,balance,only past products,,x
DE1_id_trade_to_self_15to30,DE1,input,balance,only past products,,x
DE1_id_trade_to_self_0to15,DE1,input,balance,only past products,,x
DE1_id_trade_to_self_0to30,DE1,input,balance,no,,x
DE2_VWAP_345to360,DE2,input,price,yes,,x
DE2_VWAP_330to345,DE2,input,price,yes,,x
DE2_VWAP_315to330,DE2,input,price,yes,,x
DE2_VWAP_300to315,DE2,input,price,yes,,x
DE2_VWAP_285to300,DE2,input,price,yes,,x
DE2_VWAP_270to285,DE2,input,price,yes,,x
DE2_VWAP_255to270,DE2,input,price,yes,,x
DE2_VWAP_240to255,DE2,input,price,yes,,x
DE2_VWAP_225to240,DE2,input,price,yes,,x
DE2_VWAP_210to225,DE2,input,price,yes,,x
DE2_VWAP_195to210,DE2,input,price,yes,,x
DE2_VWAP_180to195,DE2,input,price,yes,,x
DE2_VWAP_165to180,DE2,input,price,yes,,x
DE2_VWAP_150to165,DE2,input,price,yes,,x
DE2_VWAP_135to150,DE2,input,price,yes,,x
DE2_VWAP_120to135,DE2,input,price,yes,,x
DE2_VWAP_105to120,DE2,input,price,yes,,x
DE2_VWAP_90to105,DE2,input,price,yes,,x
DE2_VWAP_75to90,DE2,input,price,pending,,x
DE2_VWAP_60to75,DE2,input,price,pending,,x
DE2_VWAP_45to60,DE2,input,price,only past products,,x
DE2_VWAP_30to45,DE2,input,price,only past products,,x
DE2_VWAP_15to30,DE2,input,price,only past products,,x
DE2_VWAP_0to15,DE2,input,price,only past products,,x
DE2_VWAP_0to30,DE2,label,price,yes,,x
DE2_VWAP_total_volume_345to360,DE2,input,volume,yes,,x
DE2_VWAP_total_volume_330to345,DE2,input,volume,yes,,x
DE2_VWAP_total_volume_315to330,DE2,input,volume,yes,,x
DE2_VWAP_total_volume_300to315,DE2,input,volume,yes,,x
DE2_VWAP_total_volume_285to300,DE2,input,volume,yes,,x
DE2_VWAP_total_volume_270to285,DE2,input,volume,yes,,x
DE2_VWAP_total_volume_255to270,DE2,input,volume,yes,,x
DE2_VWAP_total_volume_240to255,DE2,input,volume,yes,,x
DE2_VWAP_total_volume_225to240,DE2,input,volume,yes,,x
DE2_VWAP_total_volume_210to225,DE2,input,volume,yes,,x
DE2_VWAP_total_volume_195to210,DE2,input,volume,yes,,x
DE2_VWAP_total_volume_180to195,DE2,input,volume,yes,,x
DE2_VWAP_total_volume_165to180,DE2,input,volume,yes,,x
DE2_VWAP_total_volume_150to165,DE2,input,volume,yes,,x
DE2_VWAP_total_volume_135to150,DE2,input,volume,yes,,x
DE2_VWAP_total_volume_120to135,DE2,input,volume,yes,,x
DE2_VWAP_total_volume_105to120,DE2,input,volume,yes,,x
DE2_VWAP_total_volume_90to105,DE2,input,volume,yes,,x
DE2_VWAP_total_volume_75to90,DE2,input,volume,pending,,x
DE2_VWAP_total_volume_60to75,DE2,input,volume,pending,,x
DE2_VWAP_total_volume_45to60,DE2,input,volume,only past products,,x
DE2_VWAP_total_volume_30to45,DE2,input,volume,only past products,,x
DE2_VWAP_total_volume_15to30,DE2,input,volume,only past products,,x
DE2_VWAP_total_volume_0to15,DE2,input,volume,only past products,,x
DE2_VWAP_total_volume_0to30,DE2,input,volume,no,,
DE2_VWAP_total_trades_345to360,DE2,input,ntrades,yes,,x
DE2_VWAP_total_trades_330to345,DE2,input,ntrades,yes,,x
DE2_VWAP_total_trades_315to330,DE2,input,ntrades,yes,,x
DE2_VWAP_total_trades_300to315,DE2,input,ntrades,yes,,x
DE2_VWAP_total_trades_285to300,DE2,input,ntrades,yes,,x
DE2_VWAP_total_trades_270to285,DE2,input,ntrades,yes,,x
DE2_VWAP_total_trades_255to270,DE2,input,ntrades,yes,,x
DE2_VWAP_total_trades_240to255,DE2,input,ntrades,yes,,x
DE2_VWAP_total_trades_225to240,DE2,input,ntrades,yes,,x
DE2_VWAP_total_trades_210to225,DE2,input,ntrades,yes,,x
DE2_VWAP_total_trades_195to210,DE2,input,ntrades,yes,,x
DE2_VWAP_total_trades_180to195,DE2,input,ntrades,yes,,x
DE2_VWAP_total_trades_165to180,DE2,input,ntrades,yes,,x
DE2_VWAP_total_trades_150to165,DE2,input,ntrades,yes,,x
DE2_VWAP_total_trades_135to150,DE2,input,ntrades,yes,,x
DE2_VWAP_total_trades_120to135,DE2,input,ntrades,yes,,x
DE2_VWAP_total_trades_105to120,DE2,input,ntrades,yes,,x
DE2_VWAP_total_trades_90to105,DE2,input,ntrades,yes,,x
DE2_VWAP_total_trades_75to90,DE2,input,ntrades,pending,,x
DE2_VWAP_total_trades_60to75,DE2,input,ntrades,pending,,x
DE2_VWAP_total_trades_45to60,DE2,input,ntrades,only past products,,x
DE2_VWAP_total_trades_30to45,DE2,input,ntrades,only past products,,x
DE2_VWAP_total_trades_15to30,DE2,input,ntrades,only past products,,x
DE2_VWAP_total_trades_0to15,DE2,input,ntrades,only past products,,x
DE2_VWAP_total_trades_0to30,DE2,input,ntrades,no,,
DE2_id_balance_345to360,DE2,input,balance,yes,,x
DE2_id_balance_to_DE1_345to360,DE2,input,balance,yes,,x
DE2_id_balance_to_DE3_345to360,DE2,input,balance,yes,,x
DE2_id_balance_to_DE4_345to360,DE2,input,balance,yes,,x
DE2_id_trade_to_self_345to360,DE2,input,balance,yes,,x
DE2_id_balance_330to345,DE2,input,balance,yes,,x
DE2_id_balance_to_DE1_330to345,DE2,input,balance,yes,,x
DE2_id_balance_to_DE3_330to345,DE2,input,balance,yes,,x
DE2_id_balance_to_DE4_330to345,DE2,input,balance,yes,,x
DE2_id_trade_to_self_330to345,DE2,input,balance,yes,,x
DE2_id_balance_315to330,DE2,input,balance,yes,,x
DE2_id_balance_to_DE1_315to330,DE2,input,balance,yes,,x
DE2_id_balance_to_DE3_315to330,DE2,input,balance,yes,,x
DE2_id_balance_to_DE4_315to330,DE2,input,balance,yes,,x
DE2_id_trade_to_self_315to330,DE2,input,balance,yes,,x
DE2_id_balance_300to315,DE2,input,balance,yes,,x
DE2_id_balance_to_DE1_300to315,DE2,input,balance,yes,,x
DE2_id_balance_to_DE3_300to315,DE2,input,balance,yes,,x
DE2_id_balance_to_DE4_300to315,DE2,input,balance,yes,,x
DE2_id_trade_to_self_300to315,DE2,input,balance,yes,,x
DE2_id_balance_285to300,DE2,input,balance,yes,,x
DE2_id_balance_to_DE1_285to300,DE2,input,balance,yes,,x
DE2_id_balance_to_DE3_285to300,DE2,input,balance,yes,,x
DE2_id_balance_to_DE4_285to300,DE2,input,balance,yes,,x
DE2_id_trade_to_self_285to300,DE2,input,balance,yes,,x
DE2_id_balance_270to285,DE2,input,balance,yes,,x
DE2_id_balance_to_DE1_270to285,DE2,input,balance,yes,,x
DE2_id_balance_to_DE3_270to285,DE2,input,balance,yes,,x
DE2_id_balance_to_DE4_270to285,DE2,input,balance,yes,,x
DE2_id_trade_to_self_270to285,DE2,input,balance,yes,,x
DE2_id_balance_255to270,DE2,input,balance,yes,,x
DE2_id_balance_to_DE1_255to270,DE2,input,balance,yes,,x
DE2_id_balance_to_DE3_255to270,DE2,input,balance,yes,,x
DE2_id_balance_to_DE4_255to270,DE2,input,balance,yes,,x
DE2_id_trade_to_self_255to270,DE2,input,balance,yes,,x
DE2_id_balance_240to255,DE2,input,balance,yes,,x
DE2_id_balance_to_DE1_240to255,DE2,input,balance,yes,,x
DE2_id_balance_to_DE3_240to255,DE2,input,balance,yes,,x
DE2_id_balance_to_DE4_240to255,DE2,input,balance,yes,,x
DE2_id_trade_to_self_240to255,DE2,input,balance,yes,,x
DE2_id_balance_225to240,DE2,input,balance,yes,,x
DE2_id_balance_to_DE1_225to240,DE2,input,balance,yes,,x
DE2_id_balance_to_DE3_225to240,DE2,input,balance,yes,,x
DE2_id_balance_to_DE4_225to240,DE2,input,balance,yes,,x
DE2_id_trade_to_self_225to240,DE2,input,balance,yes,,x
DE2_id_balance_210to225,DE2,input,balance,yes,,x
DE2_id_balance_to_DE1_210to225,DE2,input,balance,yes,,x
DE2_id_balance_to_DE3_210to225,DE2,input,balance,yes,,x
DE2_id_balance_to_DE4_210to225,DE2,input,balance,yes,,x
DE2_id_trade_to_self_210to225,DE2,input,balance,yes,,x
DE2_id_balance_195to210,DE2,input,balance,yes,,x
DE2_id_balance_to_DE1_195to210,DE2,input,balance,yes,,x
DE2_id_balance_to_DE3_195to210,DE2,input,balance,yes,,x
DE2_id_balance_to_DE4_195to210,DE2,input,balance,yes,,x
DE2_id_trade_to_self_195to210,DE2,input,balance,yes,,x
DE2_id_balance_180to195,DE2,input,balance,yes,,x
DE2_id_balance_to_DE1_180to195,DE2,input,balance,yes,,x
DE2_id_balance_to_DE3_180to195,DE2,input,balance,yes,,x
DE2_id_balance_to_DE4_180to195,DE2,input,balance,yes,,x
DE2_id_trade_to_self_180to195,DE2,input,balance,yes,,x
DE2_id_balance_165to180,DE2,input,balance,yes,,x
DE2_id_balance_to_DE1_165to180,DE2,input,balance,yes,,x
DE2_id_balance_to_DE3_165to180,DE2,input,balance,yes,,x
DE2_id_balance_to_DE4_165to180,DE2,input,balance,yes,,x
DE2_id_trade_to_self_165to180,DE2,input,balance,yes,,x
DE2_id_balance_150to165,DE2,input,balance,yes,,x
DE2_id_balance_to_DE1_150to165,DE2,input,balance,yes,,x
DE2_id_balance_to_DE3_150to165,DE2,input,balance,yes,,x
DE2_id_balance_to_DE4_150to165,DE2,input,balance,yes,,x
DE2_id_trade_to_self_150to165,DE2,input,balance,yes,,x
DE2_id_balance_135to150,DE2,input,balance,yes,,x
DE2_id_balance_to_DE1_135to150,DE2,input,balance,yes,,x
DE2_id_balance_to_DE3_135to150,DE2,input,balance,yes,,x
DE2_id_balance_to_DE4_135to150,DE2,input,balance,yes,,x
DE2_id_trade_to_self_135to150,DE2,input,balance,yes,,x
DE2_id_balance_120to135,DE2,input,balance,yes,,x
DE2_id_balance_to_DE1_120to135,DE2,input,balance,yes,,x
DE2_id_balance_to_DE3_120to135,DE2,input,balance,yes,,x
DE2_id_balance_to_DE4_120to135,DE2,input,balance,yes,,x
DE2_id_trade_to_self_120to135,DE2,input,balance,yes,,x
DE2_id_balance_105to120,DE2,input,balance,yes,,x
DE2_id_balance_to_DE1_105to120,DE2,input,balance,yes,,x
DE2_id_balance_to_DE3_105to120,DE2,input,balance,yes,,x
DE2_id_balance_to_DE4_105to120,DE2,input,balance,yes,,x
DE2_id_trade_to_self_105to120,DE2,input,balance,yes,,x
DE2_id_balance_90to105,DE2,input,balance,yes,,x
DE2_id_balance_to_DE1_90to105,DE2,input,balance,yes,,x
DE2_id_balance_to_DE3_90to105,DE2,input,balance,yes,,x
DE2_id_balance_to_DE4_90to105,DE2,input,balance,yes,,x
DE2_id_trade_to_self_90to105,DE2,input,balance,yes,,x
DE2_id_balance_75to90,DE2,input,balance,pending,,x
DE2_id_balance_to_DE1_75to90,DE2,input,balance,pending,,x
DE2_id_balance_to_DE3_75to90,DE2,input,balance,pending,,x
DE2_id_balance_to_DE4_75to90,DE2,input,balance,pending,,x
DE2_id_trade_to_self_75to90,DE2,input,balance,pending,,x
DE2_id_balance_60to75,DE2,input,balance,pending,,x
DE2_id_balance_to_DE1_60to75,DE2,input,balance,pending,,x
DE2_id_balance_to_DE3_60to75,DE2,input,balance,pending,,x
DE2_id_balance_to_DE4_60to75,DE2,input,balance,pending,,x
DE2_id_trade_to_self_60to75,DE2,input,balance,pending,,x
DE2_id_balance_45to60,DE2,input,balance,only past products,,x
DE2_id_balance_to_DE1_45to60,DE2,input,balance,only past products,,x
DE2_id_balance_to_DE3_45to60,DE2,input,balance,only past products,,x
DE2_id_balance_to_DE4_45to60,DE2,input,balance,only past products,,x
DE2_id_trade_to_self_45to60,DE2,input,balance,only past products,,x
DE2_id_balance_30to45,DE2,input,balance,only past products,,x
DE2_id_balance_to_DE1_30to45,DE2,input,balance,only past products,,x
DE2_id_balance_to_DE3_30to45,DE2,input,balance,only past products,,x
DE2_id_balance_to_DE4_30to45,DE2,input,balance,only past products,,x
DE2_id_trade_to_self_30to45,DE2,input,balance,only past products,,x
DE2_id_trade_to_self_15to30,DE2,input,balance,only past products,,x
DE2_id_trade_to_self_0to15,DE2,input,balance,only past products,,x
DE2_id_trade_to_self_0to30,DE2,input,balance,no,,x
DE3_VWAP_345to360,DE3,input,price,yes,,x
DE3_VWAP_330to345,DE3,input,price,yes,,x
DE3_VWAP_315to330,DE3,input,price,yes,,x
DE3_VWAP_300to315,DE3,input,price,yes,,x
DE3_VWAP_285to300,DE3,input,price,yes,,x
DE3_VWAP_270to285,DE3,input,price,yes,,x
DE3_VWAP_255to270,DE3,input,price,yes,,x
DE3_VWAP_240to255,DE3,input,price,yes,,x
DE3_VWAP_225to240,DE3,input,price,yes,,x
DE3_VWAP_210to225,DE3,input,price,yes,,x
DE3_VWAP_195to210,DE3,input,price,yes,,x
DE3_VWAP_180to195,DE3,input,price,yes,,x
DE3_VWAP_165to180,DE3,input,price,yes,,x
DE3_VWAP_150to165,DE3,input,price,yes,,x
DE3_VWAP_135to150,DE3,input,price,yes,,x
DE3_VWAP_120to135,DE3,input,price,yes,,x
DE3_VWAP_105to120,DE3,input,price,yes,,x
DE3_VWAP_90to105,DE3,input,price,yes,,x
DE3_VWAP_75to90,DE3,input,price,pending,,x
DE3_VWAP_60to75,DE3,input,price,pending,,x
DE3_VWAP_45to60,DE3,input,price,only past products,,x
DE3_VWAP_30to45,DE3,input,price,only past products,,x
DE3_VWAP_15to30,DE3,input,price,only past products,,x
DE3_VWAP_0to15,DE3,input,price,only past products,,x
DE3_VWAP_0to30,DE3,label,price,yes,,x
DE3_VWAP_total_volume_345to360,DE3,input,volume,yes,,x
DE3_VWAP_total_volume_330to345,DE3,input,volume,yes,,x
DE3_VWAP_total_volume_315to330,DE3,input,volume,yes,,x
DE3_VWAP_total_volume_300to315,DE3,input,volume,yes,,x
DE3_VWAP_total_volume_285to300,DE3,input,volume,yes,,x
DE3_VWAP_total_volume_270to285,DE3,input,volume,yes,,x
DE3_VWAP_total_volume_255to270,DE3,input,volume,yes,,x
DE3_VWAP_total_volume_240to255,DE3,input,volume,yes,,x
DE3_VWAP_total_volume_225to240,DE3,input,volume,yes,,x
DE3_VWAP_total_volume_210to225,DE3,input,volume,yes,,x
DE3_VWAP_total_volume_195to210,DE3,input,volume,yes,,x
DE3_VWAP_total_volume_180to195,DE3,input,volume,yes,,x
DE3_VWAP_total_volume_165to180,DE3,input,volume,yes,,x
DE3_VWAP_total_volume_150to165,DE3,input,volume,yes,,x
DE3_VWAP_total_volume_135to150,DE3,input,volume,yes,,x
DE3_VWAP_total_volume_120to135,DE3,input,volume,yes,,x
DE3_VWAP_total_volume_105to120,DE3,input,volume,yes,,x
DE3_VWAP_total_volume_90to105,DE3,input,volume,yes,,x
DE3_VWAP_total_volume_75to90,DE3,input,volume,pending,,x
DE3_VWAP_total_volume_60to75,DE3,input,volume,pending,,x
DE3_VWAP_total_volume_45to60,DE3,input,volume,only past products,,x
DE3_VWAP_total_volume_30to45,DE3,input,volume,only past products,,x
DE3_VWAP_total_volume_15to30,DE3,input,volume,only past products,,x
DE3_VWAP_total_volume_0to15,DE3,input,volume,only past products,,x
DE3_VWAP_total_volume_0to30,DE3,input,volume,no,,
DE3_VWAP_total_trades_345to360,DE3,input,ntrades,yes,,x
DE3_VWAP_total_trades_330to345,DE3,input,ntrades,yes,,x
DE3_VWAP_total_trades_315to330,DE3,input,ntrades,yes,,x
DE3_VWAP_total_trades_300to315,DE3,input,ntrades,yes,,x
DE3_VWAP_total_trades_285to300,DE3,input,ntrades,yes,,x
DE3_VWAP_total_trades_270to285,DE3,input,ntrades,yes,,x
DE3_VWAP_total_trades_255to270,DE3,input,ntrades,yes,,x
DE3_VWAP_total_trades_240to255,DE3,input,ntrades,yes,,x
DE3_VWAP_total_trades_225to240,DE3,input,ntrades,yes,,x
DE3_VWAP_total_trades_210to225,DE3,input,ntrades,yes,,x
DE3_VWAP_total_trades_195to210,DE3,input,ntrades,yes,,x
DE3_VWAP_total_trades_180to195,DE3,input,ntrades,yes,,x
DE3_VWAP_total_trades_165to180,DE3,input,ntrades,yes,,x
DE3_VWAP_total_trades_150to165,DE3,input,ntrades,yes,,x
DE3_VWAP_total_trades_135to150,DE3,input,ntrades,yes,,x
DE3_VWAP_total_trades_120to135,DE3,input,ntrades,yes,,x
DE3_VWAP_total_trades_105to120,DE3,input,ntrades,yes,,x
DE3_VWAP_total_trades_90to105,DE3,input,ntrades,yes,,x
DE3_VWAP_total_trades_75to90,DE3,input,ntrades,pending,,x
DE3_VWAP_total_trades_60to75,DE3,input,ntrades,pending,,x
DE3_VWAP_total_trades_45to60,DE3,input,ntrades,only past products,,x
DE3_VWAP_total_trades_30to45,DE3,input,ntrades,only past products,,x
DE3_VWAP_total_trades_15to30,DE3,input,ntrades,only past products,,x
DE3_VWAP_total_trades_0to15,DE3,input,ntrades,only past products,,x
DE3_VWAP_total_trades_0to30,DE3,input,ntrades,no,,
DE3_id_balance_345to360,DE3,input,balance,yes,,x
DE3_id_balance_to_DE1_345to360,DE3,input,balance,yes,,x
DE3_id_balance_to_DE2_345to360,DE3,input,balance,yes,,x
DE3_id_balance_to_DE4_345to360,DE3,input,balance,yes,,x
DE3_id_trade_to_self_345to360,DE3,input,balance,yes,,x
DE3_id_balance_330to345,DE3,input,balance,yes,,x
DE3_id_balance_to_DE1_330to345,DE3,input,balance,yes,,x
DE3_id_balance_to_DE2_330to345,DE3,input,balance,yes,,x
DE3_id_balance_to_DE4_330to345,DE3,input,balance,yes,,x
DE3_id_trade_to_self_330to345,DE3,input,balance,yes,,x
DE3_id_balance_315to330,DE3,input,balance,yes,,x
DE3_id_balance_to_DE1_315to330,DE3,input,balance,yes,,x
DE3_id_balance_to_DE2_315to330,DE3,input,balance,yes,,x
DE3_id_balance_to_DE4_315to330,DE3,input,balance,yes,,x
DE3_id_trade_to_self_315to330,DE3,input,balance,yes,,x
DE3_id_balance_300to315,DE3,input,balance,yes,,x
DE3_id_balance_to_DE1_300to315,DE3,input,balance,yes,,x
DE3_id_balance_to_DE2_300to315,DE3,input,balance,yes,,x
DE3_id_balance_to_DE4_300to315,DE3,input,balance,yes,,x
DE3_id_trade_to_self_300to315,DE3,input,balance,yes,,x
DE3_id_balance_285to300,DE3,input,balance,yes,,x
DE3_id_balance_to_DE1_285to300,DE3,input,balance,yes,,x
DE3_id_balance_to_DE2_285to300,DE3,input,balance,yes,,x
DE3_id_balance_to_DE4_285to300,DE3,input,balance,yes,,x
DE3_id_trade_to_self_285to300,DE3,input,balance,yes,,x
DE3_id_balance_270to285,DE3,input,balance,yes,,x
DE3_id_balance_to_DE1_270to285,DE3,input,balance,yes,,x
DE3_id_balance_to_DE2_270to285,DE3,input,balance,yes,,x
DE3_id_balance_to_DE4_270to285,DE3,input,balance,yes,,x
DE3_id_trade_to_self_270to285,DE3,input,balance,yes,,x
DE3_id_balance_255to270,DE3,input,balance,yes,,x
DE3_id_balance_to_DE1_255to270,DE3,input,balance,yes,,x
DE3_id_balance_to_DE2_255to270,DE3,input,balance,yes,,x
DE3_id_balance_to_DE4_255to270,DE3,input,balance,yes,,x
DE3_id_trade_to_self_255to270,DE3,input,balance,yes,,x
DE3_id_balance_240to255,DE3,input,balance,yes,,x
DE3_id_balance_to_DE1_240to255,DE3,input,balance,yes,,x
DE3_id_balance_to_DE2_240to255,DE3,input,balance,yes,,x
DE3_id_balance_to_DE4_240to255,DE3,input,balance,yes,,x
DE3_id_trade_to_self_240to255,DE3,input,balance,yes,,x
DE3_id_balance_225to240,DE3,input,balance,yes,,x
DE3_id_balance_to_DE1_225to240,DE3,input,balance,yes,,x
DE3_id_balance_to_DE2_225to240,DE3,input,balance,yes,,x
DE3_id_balance_to_DE4_225to240,DE3,input,balance,yes,,x
DE3_id_trade_to_self_225to240,DE3,input,balance,yes,,x
DE3_id_balance_210to225,DE3,input,balance,yes,,x
DE3_id_balance_to_DE1_210to225,DE3,input,balance,yes,,x
DE3_id_balance_to_DE2_210to225,DE3,input,balance,yes,,x
DE3_id_balance_to_DE4_210to225,DE3,input,balance,yes,,x
DE3_id_trade_to_self_210to225,DE3,input,balance,yes,,x
DE3_id_balance_195to210,DE3,input,balance,yes,,x
DE3_id_balance_to_DE1_195to210,DE3,input,balance,yes,,x
DE3_id_balance_to_DE2_195to210,DE3,input,balance,yes,,x
DE3_id_balance_to_DE4_195to210,DE3,input,balance,yes,,x
DE3_id_trade_to_self_195to210,DE3,input,balance,yes,,x
DE3_id_balance_180to195,DE3,input,balance,yes,,x
DE3_id_balance_to_DE1_180to195,DE3,input,balance,yes,,x
DE3_id_balance_to_DE2_180to195,DE3,input,balance,yes,,x
DE3_id_balance_to_DE4_180to195,DE3,input,balance,yes,,x
DE3_id_trade_to_self_180to195,DE3,input,balance,yes,,x
DE3_id_balance_165to180,DE3,input,balance,yes,,x
DE3_id_balance_to_DE1_165to180,DE3,input,balance,yes,,x
DE3_id_balance_to_DE2_165to180,DE3,input,balance,yes,,x
DE3_id_balance_to_DE4_165to180,DE3,input,balance,yes,,x
DE3_id_trade_to_self_165to180,DE3,input,balance,yes,,x
DE3_id_balance_150to165,DE3,input,balance,yes,,x
DE3_id_balance_to_DE1_150to165,DE3,input,balance,yes,,x
DE3_id_balance_to_DE2_150to165,DE3,input,balance,yes,,x
DE3_id_balance_to_DE4_150to165,DE3,input,balance,yes,,x
DE3_id_trade_to_self_150to165,DE3,input,balance,yes,,x
DE3_id_balance_135to150,DE3,input,balance,yes,,x
DE3_id_balance_to_DE1_135to150,DE3,input,balance,yes,,x
DE3_id_balance_to_DE2_135to150,DE3,input,balance,yes,,x
DE3_id_balance_to_DE4_135to150,DE3,input,balance,yes,,x
DE3_id_trade_to_self_135to150,DE3,input,balance,yes,,x
DE3_id_balance_120to135,DE3,input,balance,yes,,x
DE3_id_balance_to_DE1_120to135,DE3,input,balance,yes,,x
DE3_id_balance_to_DE2_120to135,DE3,input,balance,yes,,x
DE3_id_balance_to_DE4_120to135,DE3,input,balance,yes,,x
DE3_id_trade_to_self_120to135,DE3,input,balance,yes,,x
DE3_id_balance_105to120,DE3,input,balance,yes,,x
DE3_id_balance_to_DE1_105to120,DE3,input,balance,yes,,x
DE3_id_balance_to_DE2_105to120,DE3,input,balance,yes,,x
DE3_id_balance_to_DE4_105to120,DE3,input,balance,yes,,x
DE3_id_trade_to_self_105to120,DE3,input,balance,yes,,x
DE3_id_balance_90to105,DE3,input,balance,yes,,x
DE3_id_balance_to_DE1_90to105,DE3,input,balance,yes,,x
DE3_id_balance_to_DE2_90to105,DE3,input,balance,yes,,x
DE3_id_balance_to_DE4_90to105,DE3,input,balance,yes,,x
DE3_id_trade_to_self_90to105,DE3,input,balance,yes,,x
DE3_id_balance_75to90,DE3,input,balance,pending,,x
DE3_id_balance_to_DE1_75to90,DE3,input,balance,pending,,x
DE3_id_balance_to_DE2_75to90,DE3,input,balance,pending,,x
DE3_id_balance_to_DE4_75to90,DE3,input,balance,pending,,x
DE3_id_trade_to_self_75to90,DE3,input,balance,pending,,x
DE3_id_balance_60to75,DE3,input,balance,pending,,x
DE3_id_balance_to_DE1_60to75,DE3,input,balance,pending,,x
DE3_id_balance_to_DE2_60to75,DE3,input,balance,pending,,x
DE3_id_balance_to_DE4_60to75,DE3,input,balance,pending,,x
DE3_id_trade_to_self_60to75,DE3,input,balance,pending,,x
DE3_id_balance_45to60,DE3,input,balance,only past products,,x
DE3_id_balance_to_DE1_45to60,DE3,input,balance,only past products,,x
DE3_id_balance_to_DE2_45to60,DE3,input,balance,only past products,,x
DE3_id_balance_to_DE4_45to60,DE3,input,balance,only past products,,x
DE3_id_trade_to_self_45to60,DE3,input,balance,only past products,,x
DE3_id_balance_30to45,DE3,input,balance,only past products,,x
DE3_id_balance_to_DE1_30to45,DE3,input,balance,only past products,,x
DE3_id_balance_to_DE2_30to45,DE3,input,balance,only past products,,x
DE3_id_balance_to_DE4_30to45,DE3,input,balance,only past products,,x
DE3_id_trade_to_self_30to45,DE3,input,balance,only past products,,x
DE3_id_trade_to_self_15to30,DE3,input,balance,only past products,,x
DE3_id_trade_to_self_0to15,DE3,input,balance,only past products,,x
DE3_id_trade_to_self_0to30,DE3,input,balance,no,,x
DE4_VWAP_345to360,DE4,input,price,yes,,x
